age,income,loan_amount,loan_term,credit_score,employment_years,num_credit_lines,debt_to_income,num_delinquencies,previous_defaults,loan_to_income,monthly_payment,payment_to_income,education,home_ownership,loan_purpose,employment_status,default
66,150063.0,15272.0,24,324,25.0,9,0.5934,1,1,0.1018,683.77,0.0547,High School,Rent,Personal,Part-time,0
50,92868.0,18482.0,60,568,19.0,18,0.3729,6,2,0.199,365.97,0.0473,Master,Mortgage,Education,Full-time,0
44,135903.0,17373.0,24,519,23.0,15,0.1721,2,2,0.1278,777.83,0.0687,Master,Rent,Education,Full-time,0
40,91729.0,9609.0,12,397,18.0,13,0.4762,0,1,0.1048,831.44,0.1088,Bachelor,Mortgage,Education,Full-time,0
51,81278.0,39228.0,12,312,29.0,14,0.2272,1,0,0.4826,3394.27,0.5011,Master,Rent,Business,Full-time,0
48,75526.0,29243.0,24,714,19.0,6,0.3674,4,1,0.3872,1309.28,0.208,High School,Rent,Personal,Full-time,0
45,54007.0,22411.0,12,728,12.0,9,0.0977,9,2,0.415,1939.15,0.4308,PhD,Own,Home Improvement,Self-employed,0
27,194330.0,20403.0,12,435,7.0,17,0.4941,0,2,0.105,1765.41,0.109,Bachelor,Rent,Home Improvement,Full-time,0
53,138249.0,33667.0,24,571,1.0,14,0.5775,0,2,0.2435,1507.36,0.1308,Master,Mortgage,Education,Full-time,0
56,47359.0,5699.0,60,439,23.0,12,0.1018,0,2,0.1203,112.85,0.0286,Bachelor,Rent,Personal,Full-time,0
55,,46656.0,24,524,27.0,2,0.4524,1,0,0.2666,2088.91,0.1432,High School,Own,Home Improvement,Full-time,0
23,42991.0,28677.0,24,360,19.0,14,0.5235,5,1,0.667,1283.94,0.3583,Bachelor,Mortgage,Education,Full-time,0
55,124830.0,12155.0,60,820,14.0,7,0.1102,8,1,0.0974,240.68,0.0231,PhD,Mortgage,Business,Full-time,0
56,45623.0,27354.0,24,696,3.0,8,0.1857,0,1,0.5996,1224.71,0.322,High School,Mortgage,Home Improvement,Full-time,0
29,81828.0,42750.0,60,795,19.0,13,0.2655,8,1,0.5224,846.5,0.1241,Bachelor,Mortgage,Personal,Part-time,0
62,136827.0,9486.0,48,462,6.0,8,0.5102,9,0,0.0693,227.15,0.0199,Bachelor,Rent,Business,Part-time,0
46,199837.0,26668.0,60,780,18.0,11,0.3214,0,3,0.1334,528.06,0.0317,Bachelor,Rent,Education,Full-time,0
43,198500.0,30284.0,36,585,9.0,1,0.1253,4,0,0.1526,935.08,0.0565,Bachelor,Rent,Education,Full-time,0
56,180679.0,40691.0,36,408,25.0,4,0.191,8,2,0.2252,1256.42,0.0834,Bachelor,Rent,Debt Consolidation,Full-time,1
45,58562.0,28800.0,24,482,28.0,11,0.3071,6,1,0.4918,1289.45,0.2642,Master,Rent,Personal,Full-time,0
47,32298.0,37084.0,36,746,7.0,19,0.0716,1,2,1.1481,1145.05,0.4253,Bachelor,Mortgage,Debt Consolidation,Full-time,0
35,182539.0,38907.0,48,726,9.0,15,0.397,1,3,0.2131,931.68,0.0612,PhD,Rent,Education,Full-time,0
66,185782.0,44665.0,60,696,27.0,8,0.0639,4,2,0.2404,884.42,0.0571,High School,Mortgage,Education,Full-time,0
68,66544.0,18716.0,12,424,0.0,19,0.4795,8,3,0.2813,1619.43,0.292,High School,Mortgage,Medical,Full-time,1
26,18547.0,35489.0,12,656,15.0,6,0.4536,9,1,1.9134,3070.75,1.9855,High School,Own,Personal,Full-time,0
56,134861.0,13189.0,12,817,4.0,17,0.526,4,3,0.0978,1141.2,0.1015,Bachelor,Own,Business,Unemployed,0
21,29076.0,42370.0,48,326,12.0,8,0.1367,5,0,1.4572,1014.6,0.4186,Bachelor,Rent,Home Improvement,Self-employed,0
38,22492.0,47609.0,12,476,0.0,2,0.3814,5,2,2.1166,4119.45,2.1966,High School,Mortgage,Business,Unemployed,1
68,188372.0,15416.0,60,344,4.0,1,0.4796,4,0,0.0818,305.26,0.0194,Bachelor,Own,Medical,Part-time,0
28,106695.0,28499.0,24,357,12.0,19,0.3337,6,0,0.2671,1275.97,0.1435,Bachelor,Mortgage,Home Improvement,Unemployed,0
38,35729.0,41294.0,24,848,,13,0.1219,2,3,1.1557,1848.84,0.6207,Bachelor,Own,Debt Consolidation,Full-time,0
30,136095.0,2329.0,60,432,23.0,3,0.1044,5,2,0.0171,46.12,0.0041,Bachelor,Mortgage,Home Improvement,Full-time,1
56,83301.0,35545.0,48,398,17.0,19,0.3832,6,2,0.4267,851.17,0.1226,Bachelor,Own,Personal,Part-time,1
43,114219.0,41214.0,36,340,13.0,1,0.3237,5,3,0.3608,1272.57,0.1337,PhD,Own,Business,Full-time,1
49,181290.0,43690.0,60,839,14.0,7,0.5613,9,1,0.241,865.11,0.0573,Bachelor,Own,Personal,Full-time,0
67,58999.0,10641.0,48,557,25.0,15,0.5086,7,2,0.1804,254.81,0.0518,Master,Mortgage,Home Improvement,Part-time,0
46,134602.0,38101.0,48,735,25.0,2,0.4481,7,0,0.2831,912.38,0.0813,PhD,Own,Personal,Unemployed,0
56,168271.0,39515.0,24,437,1.0,18,0.5903,8,1,0.2348,1769.19,0.1262,Master,Mortgage,Education,Full-time,0
24,93399.0,1139.0,60,652,20.0,13,0.432,5,1,0.0122,22.55,0.0029,High School,Rent,Home Improvement,Full-time,0
30,194475.0,35552.0,48,787,14.0,19,0.1008,3,2,0.1828,851.34,0.0525,Bachelor,Mortgage,Home Improvement,Full-time,0
67,97936.0,31684.0,60,669,23.0,16,0.0927,5,0,0.3235,627.38,0.0769,Bachelor,Mortgage,Personal,Full-time,0
62,99951.0,48471.0,60,584,23.0,16,0.4987,9,0,0.4849,959.78,0.1152,High School,Rent,Personal,Self-employed,0
52,178576.0,3107.0,36,415,21.0,5,0.2484,8,0,0.0174,95.94,0.0064,Bachelor,Rent,Home Improvement,Full-time,0
38,,48313.0,24,428,20.0,4,0.5584,3,1,0.3642,2163.1,0.1957,High School,Own,Education,Full-time,0
29,175710.0,28999.0,60,628,6.0,5,0.115,4,2,0.165,574.21,0.0392,Bachelor,Rent,Personal,Self-employed,0
62,161226.0,14446.0,60,548,25.0,3,0.1593,2,0,0.0896,286.05,0.0213,Master,Rent,Debt Consolidation,Full-time,0
59,146787.0,19986.0,12,325,21.0,13,0.4752,0,3,0.1362,1729.32,0.1414,Bachelor,Own,Business,Self-employed,1
32,59675.0,38556.0,48,407,8.0,2,0.5161,3,1,0.6461,923.27,0.1856,PhD,Mortgage,Education,Self-employed,0
49,88785.0,49806.0,48,537,6.0,9,0.527,1,1,0.561,1192.67,0.1612,Master,Rent,Debt Consolidation,Part-time,0
50,174923.0,16525.0,48,398,15.0,12,0.1045,3,3,0.0945,395.71,0.0271,Master,Mortgage,Education,Unemployed,1
43,128965.0,49202.0,60,604,10.0,11,0.26,0,0,0.3815,974.26,0.0906,High School,Rent,Debt Consolidation,Self-employed,0
66,66837.0,31830.0,24,465,20.0,10,0.4055,3,0,0.4762,1425.11,0.2558,PhD,Rent,Home Improvement,Full-time,0
26,75560.0,10408.0,60,460,12.0,5,0.5553,7,1,0.1377,206.09,0.0327,High School,Rent,Home Improvement,Full-time,0
32,,30289.0,48,359,5.0,3,0.1815,8,0,0.1911,725.31,0.0549,Master,Mortgage,Medical,Unemployed,0
24,47964.0,40286.0,12,576,11.0,19,0.3802,8,2,0.8399,3485.82,0.8719,High School,Mortgage,Debt Consolidation,Part-time,1
54,35738.0,3672.0,36,403,24.0,9,0.1289,5,3,0.1027,113.38,0.0381,High School,Rent,Home Improvement,Full-time,1
52,156545.0,4866.0,12,646,24.0,12,0.461,5,1,0.0311,421.04,0.0323,Bachelor,Mortgage,Debt Consolidation,Self-employed,0
69,68351.0,1253.0,60,815,9.0,11,0.1201,9,3,0.0183,24.81,0.0044,Bachelor,Rent,Debt Consolidation,Part-time,0
47,156601.0,28948.0,48,801,23.0,8,0.6,5,0,0.1849,693.2,0.0531,Master,Rent,Education,Full-time,0
27,113719.0,3830.0,60,666,2.0,14,0.1007,0,2,0.0337,75.84,0.008,Bachelor,Rent,Debt Consolidation,Full-time,0
42,199595.0,46673.0,48,744,29.0,8,0.4269,9,2,0.2338,1117.64,0.0672,Bachelor,Mortgage,Debt Consolidation,Self-employed,0
24,112110.0,7269.0,24,806,22.0,8,0.4774,6,1,0.0648,325.45,0.0348,High School,Own,Debt Consolidation,Self-employed,0
53,175484.0,4508.0,36,674,1.0,16,0.1919,6,3,0.0257,139.19,0.0095,PhD,Own,Business,Unemployed,0
53,172329.0,13624.0,60,441,21.0,7,0.1902,0,1,0.0791,269.77,0.0188,Bachelor,Rent,Debt Consolidation,Self-employed,0
62,54217.0,38396.0,12,575,14.0,14,0.3779,4,3,0.7082,3322.28,0.7352,Master,Mortgage,Business,Full-time,1
36,199283.0,45440.0,60,771,26.0,13,0.3968,4,2,0.228,899.77,0.0542,Master,Mortgage,Medical,Full-time,0
35,152973.0,13299.0,36,667,7.0,1,0.4463,8,0,0.0869,410.63,0.0322,Bachelor,Rent,Debt Consolidation,Full-time,0
23,34834.0,26413.0,36,499,26.0,14,0.3692,3,3,0.7582,815.56,0.2809,Bachelor,Mortgage,Debt Consolidation,Full-time,0
40,16117.0,38914.0,48,392,26.0,16,0.146,3,0,2.4143,931.84,0.6933,Bachelor,Mortgage,Home Improvement,Self-employed,0
43,65206.0,40047.0,12,379,8.0,6,0.5583,6,0,0.6142,3465.14,0.6376,PhD,Mortgage,Personal,Full-time,0
57,18005.0,8492.0,12,507,12.0,18,0.1416,0,3,0.4716,734.79,0.4894,Bachelor,Own,Debt Consolidation,Full-time,1
57,81155.0,42077.0,12,742,19.0,1,0.3609,7,3,0.5185,3640.79,0.5383,Master,Rent,Medical,Self-employed,0
27,199327.0,43496.0,48,603,7.0,4,0.556,0,1,0.2182,1041.57,0.0627,PhD,Own,Personal,Self-employed,0
34,103599.0,37012.0,12,332,29.0,18,0.5521,2,2,0.3573,3202.53,0.3709,Bachelor,Mortgage,Debt Consolidation,Full-time,1
45,19422.0,26835.0,48,805,5.0,17,0.1423,4,2,1.3816,642.6,0.3968,Bachelor,Own,Home Improvement,Full-time,0
36,106373.0,20177.0,12,522,7.0,15,0.1812,1,2,0.1897,1745.85,0.1969,Bachelor,Rent,Education,Full-time,0
21,55534.0,44580.0,48,514,15.0,12,0.381,0,3,0.8027,1067.52,0.2306,High School,Mortgage,Personal,Full-time,0
62,173396.0,43329.0,60,750,14.0,4,0.2354,4,0,0.2499,857.97,0.0594,Master,Mortgage,Debt Consolidation,Self-employed,0
56,31754.0,26392.0,36,507,1.0,10,0.452,7,0,0.8311,814.91,0.3078,High School,Own,Business,Full-time,0
46,157553.0,37360.0,24,639,27.0,11,0.3373,2,3,0.2371,1672.7,0.1274,Bachelor,Own,Medical,Full-time,0
35,97504.0,20594.0,36,806,7.0,2,0.1963,2,2,0.2112,635.88,0.0782,Bachelor,Own,Home Improvement,Part-time,0
62,18487.0,37414.0,48,584,3.0,12,0.2761,6,2,2.0237,895.92,0.5812,Master,Own,Medical,Full-time,1
21,139529.0,5376.0,48,637,15.0,2,0.4301,9,1,0.0385,128.74,0.0111,Bachelor,Rent,Business,Self-employed,0
42,99179.0,45177.0,48,494,27.0,3,0.4818,5,1,0.4555,1081.82,0.1309,Bachelor,Own,Personal,Full-time,0
60,157737.0,26261.0,36,789,0.0,4,0.2533,5,0,0.1665,810.86,0.0617,High School,Own,Business,Full-time,0
67,129343.0,30334.0,48,341,14.0,4,0.1077,8,1,0.2345,726.39,0.0674,Master,Mortgage,Business,Full-time,0
32,160642.0,10280.0,24,451,27.0,2,0.2443,0,0,0.064,460.26,0.0344,Bachelor,Rent,Medical,Full-time,0
52,100173.0,26900.0,24,845,26.0,19,0.3968,9,1,0.2685,1204.38,0.1443,Bachelor,Rent,Debt Consolidation,Full-time,0
29,16468.0,1154.0,60,566,5.0,16,0.4679,4,3,0.0701,22.85,0.0166,Master,Own,Business,Full-time,1
25,39169.0,44617.0,36,396,18.0,10,0.5338,3,0,1.1391,1377.64,0.4219,Bachelor,Mortgage,Debt Consolidation,Part-time,0
37,99896.0,37694.0,60,527,25.0,8,0.5791,6,2,0.3773,746.39,0.0896,High School,Own,Business,Full-time,0
64,88532.0,23268.0,48,440,20.0,4,0.3412,9,0,0.2628,557.18,0.0755,High School,Rent,Business,Full-time,0
54,161957.0,41956.0,36,588,19.0,19,0.5341,9,2,0.2591,1295.48,0.096,Bachelor,Own,Education,Full-time,0
44,,40766.0,36,429,23.0,16,0.1941,7,1,0.4472,1258.74,0.1657,High School,Rent,Education,Full-time,0
34,174134.0,6834.0,48,519,13.0,15,0.3578,4,2,0.0392,163.65,0.0113,Bachelor,Own,Home Improvement,Full-time,0
27,49727.0,3638.0,12,799,2.0,9,0.3467,1,1,0.0732,314.78,0.0759,High School,Mortgage,Medical,Full-time,0
33,86201.0,13424.0,36,345,19.0,1,0.4728,1,3,0.1557,414.49,0.0577,Bachelor,Own,Home Improvement,Full-time,1
27,154916.0,1063.0,48,720,18.0,13,0.4752,8,2,0.0069,25.45,0.002,Bachelor,Mortgage,Home Improvement,Unemployed,0
29,37957.0,29083.0,12,343,25.0,10,0.2069,1,2,0.7662,2516.46,0.7953,Bachelor,Rent,Debt Consolidation,Full-time,1
54,74459.0,26886.0,12,551,27.0,6,0.5372,4,2,0.3611,2326.36,0.3749,Bachelor,Mortgage,Debt Consolidation,Self-employed,0
26,154093.0,27360.0,12,667,10.0,6,0.5403,4,3,0.1776,2367.37,0.1843,Bachelor,Mortgage,Education,Part-time,0
22,123962.0,4606.0,36,825,28.0,2,0.5715,7,2,0.0372,142.22,0.0138,Bachelor,Own,Personal,Full-time,0
47,158942.0,45991.0,24,437,0.0,17,0.3017,3,0,0.2894,2059.14,0.1555,Master,Mortgage,Home Improvement,Full-time,0
34,110410.0,48850.0,36,329,29.0,4,0.5931,7,0,0.4424,1508.35,0.1639,Bachelor,Own,Debt Consolidation,Full-time,0
42,173950.0,29936.0,12,712,4.0,16,0.4817,5,2,0.1721,2590.26,0.1787,Master,Mortgage,Debt Consolidation,Full-time,0
26,177324.0,1269.0,24,791,19.0,19,0.4093,8,1,0.0072,56.82,0.0038,Bachelor,Rent,Debt Consolidation,Full-time,0
30,195293.0,20402.0,12,610,20.0,1,0.2877,1,2,0.1045,1765.32,0.1085,Bachelor,Mortgage,Personal,Full-time,0
42,37572.0,36189.0,60,333,18.0,12,0.5133,7,2,0.9632,716.59,0.2288,Bachelor,Rent,Home Improvement,Full-time,1
54,124370.0,37687.0,36,575,29.0,2,0.4703,7,0,0.303,1163.67,0.1123,High School,Rent,Personal,Full-time,0
40,36138.0,12925.0,12,515,16.0,16,0.3721,8,2,0.3576,1118.36,0.3712,PhD,Rent,Home Improvement,Full-time,1
47,57345.0,41312.0,36,548,3.0,10,0.5984,4,3,0.7204,1275.59,0.2669,Bachelor,Own,Business,Full-time,1
46,70559.0,48410.0,60,329,18.0,1,0.1872,3,1,0.6861,958.58,0.163,High School,Mortgage,Medical,Full-time,0
33,134536.0,25924.0,60,474,8.0,15,0.403,5,3,0.1927,513.33,0.0458,Bachelor,Mortgage,Debt Consolidation,Self-employed,1
33,94774.0,19695.0,60,849,18.0,15,0.2266,9,3,0.2078,389.98,0.0494,Bachelor,Rent,Medical,Full-time,0
41,174976.0,26780.0,36,325,11.0,18,0.3018,1,1,0.153,826.89,0.0567,High School,Mortgage,Education,Part-time,0
21,70230.0,2336.0,24,802,1.0,10,0.2364,6,3,0.0333,104.59,0.0179,High School,Rent,Debt Consolidation,Self-employed,0
54,129187.0,26649.0,24,584,19.0,18,0.234,2,3,0.2063,1193.14,0.1108,Master,Mortgage,Debt Consolidation,Full-time,0
50,156189.0,2319.0,24,621,2.0,13,0.2573,7,3,0.0148,103.83,0.008,Bachelor,Rent,Business,Full-time,0
35,196357.0,2704.0,60,813,9.0,10,0.0812,4,1,0.0138,53.54,0.0033,High School,Own,Personal,Full-time,0
38,60374.0,28115.0,12,419,18.0,7,0.0719,8,2,0.4657,2432.7,0.4834,High School,Own,Personal,Full-time,1
36,150716.0,26028.0,60,841,26.0,6,0.4487,1,2,0.1727,515.39,0.041,Bachelor,Own,Debt Consolidation,Full-time,0
52,30683.0,49348.0,60,452,9.0,12,0.221,1,1,1.6083,977.15,0.382,Bachelor,Mortgage,Education,Full-time,0
57,115534.0,25876.0,60,491,8.0,15,0.0617,9,2,0.224,512.38,0.0532,Bachelor,Mortgage,Education,Part-time,0
25,91552.0,49008.0,48,547,9.0,1,0.0948,3,3,0.5353,1173.56,0.1538,PhD,Own,Personal,Full-time,0
40,192331.0,40548.0,60,630,17.0,8,0.1577,0,0,0.2108,802.9,0.0501,High School,Own,Debt Consolidation,Unemployed,0
20,158075.0,17526.0,12,477,5.0,1,0.0765,8,3,0.1109,1516.47,0.1151,High School,Rent,Personal,Unemployed,1
42,186541.0,46382.0,60,736,15.0,8,0.5704,4,1,0.2486,918.42,0.0591,High School,Mortgage,Education,Full-time,0
32,172353.0,24652.0,36,311,24.0,16,0.3626,9,3,0.143,761.18,0.053,Bachelor,Own,Business,Part-time,1
36,90974.0,30152.0,60,666,2.0,14,0.2667,4,0,0.3314,597.05,0.0787,High School,Mortgage,Debt Consolidation,Full-time,0
42,150668.0,5922.0,12,660,28.0,3,0.343,7,3,0.0393,512.41,0.0408,Bachelor,Mortgage,Debt Consolidation,Self-employed,0
36,20636.0,11416.0,60,594,15.0,14,0.1121,5,1,0.5532,226.05,0.1314,Master,Own,Home Improvement,Part-time,0
39,118209.0,26586.0,36,637,18.0,1,0.436,4,3,0.2249,820.9,0.0833,High School,Mortgage,Personal,Full-time,0
58,23750.0,14290.0,12,711,18.0,1,0.5833,4,1,0.6017,1236.47,0.6244,Master,Rent,Education,Full-time,0
60,148975.0,30385.0,36,797,28.0,18,0.1219,2,2,0.204,938.2,0.0756,Master,Mortgage,Personal,Full-time,0
20,193843.0,4915.0,12,420,19.0,1,0.1339,7,2,0.0254,425.28,0.0263,Bachelor,Own,Home Improvement,Full-time,0
38,141057.0,13302.0,12,562,26.0,6,0.3958,5,0,0.0943,1150.98,0.0979,Master,Rent,Personal,Full-time,0
62,170388.0,33592.0,36,609,8.0,3,0.1336,0,0,0.1971,1037.22,0.073,Bachelor,Rent,Personal,Self-employed,0
46,58357.0,30993.0,60,489,6.0,12,0.1193,3,2,0.5311,613.7,0.1262,Bachelor,Mortgage,Debt Consolidation,Full-time,0
30,198872.0,49199.0,12,835,19.0,10,0.4188,4,1,0.2474,4257.03,0.2569,Bachelor,Rent,Debt Consolidation,Full-time,0
49,116890.0,45084.0,24,581,4.0,16,0.3903,8,2,0.3857,2018.53,0.2072,High School,Mortgage,Education,Full-time,0
27,139773.0,40720.0,24,625,3.0,19,0.1698,4,3,0.2913,1823.14,0.1565,Bachelor,Rent,Medical,Part-time,0
21,157562.0,1046.0,36,407,6.0,15,0.5027,5,3,0.0066,32.3,0.0025,Master,Rent,Debt Consolidation,Full-time,1
51,133324.0,30520.0,12,528,8.0,9,0.1079,0,0,0.2289,2640.8,0.2377,Bachelor,Mortgage,Education,Full-time,0
45,73667.0,12217.0,48,644,2.0,1,0.2329,3,1,0.1658,292.55,0.0476,Bachelor,Rent,Home Improvement,Part-time,0
57,128114.0,14078.0,36,535,21.0,18,0.4564,2,0,0.1099,434.69,0.0407,Bachelor,Rent,Business,Full-time,0
37,135985.0,11286.0,60,723,17.0,11,0.3876,4,2,0.083,223.48,0.0197,PhD,Own,Personal,Full-time,0
62,173607.0,23339.0,24,375,6.0,5,0.38,8,2,0.1344,1044.95,0.0722,High School,Own,Debt Consolidation,Full-time,1
41,104073.0,7070.0,36,384,8.0,11,0.4275,9,3,0.0679,218.3,0.0252,Bachelor,Own,Debt Consolidation,Self-employed,1
56,107832.0,27057.0,12,486,27.0,8,0.4056,2,1,0.2509,2341.15,0.2605,High School,Own,Medical,Self-employed,0
25,108084.0,9138.0,60,475,27.0,7,0.5308,6,1,0.0845,180.94,0.0201,PhD,Mortgage,Medical,Self-employed,0
24,36167.0,25522.0,60,748,3.0,9,0.3628,9,2,0.7057,505.37,0.1676,Bachelor,Mortgage,Home Improvement,Self-employed,0
59,31660.0,31669.0,24,777,18.0,15,0.2707,2,0,1.0003,1417.9,0.5372,High School,Own,Home Improvement,Full-time,0
61,18779.0,9804.0,36,559,9.0,4,0.4713,4,0,0.522,302.72,0.1933,Bachelor,Mortgage,Business,Part-time,0
67,138250.0,6032.0,60,578,10.0,19,0.1926,5,2,0.0436,119.44,0.0104,Bachelor,Rent,Education,Part-time,0
36,92489.0,40506.0,24,461,17.0,2,0.4678,0,1,0.438,1813.56,0.2353,High School,Own,Medical,Self-employed,0
21,175152.0,37188.0,24,592,29.0,3,0.204,4,1,0.2123,1665.0,0.1141,Master,Own,Debt Consolidation,Self-employed,0
68,144913.0,13811.0,24,688,17.0,13,0.3142,1,3,0.0953,618.35,0.0512,Bachelor,Own,Debt Consolidation,Full-time,0
50,,44464.0,48,697,28.0,3,0.4566,3,0,1.0801,1064.75,0.3103,High School,Rent,Home Improvement,Full-time,0
32,33513.0,11837.0,24,832,24.0,15,0.3952,1,3,0.3532,529.97,0.1897,PhD,Rent,Debt Consolidation,Self-employed,0
58,82729.0,46402.0,12,617,23.0,14,0.0971,7,2,0.5609,4015.01,0.5823,High School,Rent,Debt Consolidation,Full-time,0
65,185374.0,6550.0,12,487,,9,0.2956,8,1,0.0353,566.75,0.0367,High School,Rent,Education,Full-time,0
34,24003.0,33348.0,60,338,23.0,9,0.4965,2,3,1.3893,660.33,0.33,Bachelor,Own,Education,Unemployed,1
58,49669.0,1939.0,60,678,7.0,19,0.5982,0,2,0.039,38.39,0.0093,High School,Own,Debt Consolidation,Unemployed,0
59,20481.0,10672.0,60,742,29.0,16,0.3067,4,1,0.521,211.32,0.1237,Bachelor,Rent,Personal,Full-time,0
45,91527.0,20830.0,24,603,27.0,13,0.0973,1,1,0.2276,932.61,0.1223,Bachelor,Mortgage,Business,Full-time,0
51,198086.0,5179.0,36,807,18.0,3,0.2514,4,1,0.0261,159.91,0.0097,High School,Own,Medical,Full-time,0
33,141487.0,23391.0,36,474,21.0,12,0.3195,5,3,0.1653,722.25,0.0613,PhD,Rent,Personal,Full-time,0
66,106292.0,12369.0,36,329,26.0,1,0.0904,4,1,0.1164,381.92,0.0431,Bachelor,Rent,Home Improvement,Full-time,0
69,41713.0,5848.0,12,648,4.0,5,0.5253,5,0,0.1402,506.01,0.1455,Bachelor,Own,Medical,Full-time,0
69,80771.0,48135.0,36,366,,14,0.3463,5,2,0.5959,1486.27,0.2208,High School,Mortgage,Home Improvement,Self-employed,1
56,112040.0,49109.0,12,346,29.0,8,0.2789,1,3,0.4383,4249.24,0.4551,Master,Mortgage,Personal,Full-time,1
22,65852.0,48154.0,24,686,16.0,19,0.2685,6,1,0.7312,2155.98,0.3928,High School,Rent,Debt Consolidation,Full-time,0
38,145436.0,8550.0,24,538,21.0,18,0.0656,6,3,0.0588,382.81,0.0316,High School,Own,Business,Part-time,1
42,196302.0,19714.0,48,632,15.0,2,0.3354,1,1,0.1004,472.08,0.0289,Master,Own,Debt Consolidation,Full-time,0
67,53099.0,17043.0,60,711,15.0,17,0.3116,4,1,0.321,337.47,0.0762,High School,Mortgage,Home Improvement,Self-employed,0
47,61666.0,16963.0,48,510,1.0,17,0.2402,2,2,0.2751,406.2,0.079,Master,Mortgage,Home Improvement,Full-time,0
46,38353.0,21413.0,36,636,8.0,3,0.4123,3,0,0.5583,661.17,0.2068,Bachelor,Rent,Education,Full-time,0
27,149256.0,25990.0,36,596,2.0,8,0.2761,7,3,0.1741,802.5,0.0645,Master,Mortgage,Debt Consolidation,Full-time,1
59,,24772.0,36,619,12.0,19,0.3645,5,2,0.2467,764.89,0.0914,High School,Own,Home Improvement,Full-time,0
36,67495.0,15292.0,12,686,0.0,1,0.5368,9,1,0.2266,1323.17,0.2352,PhD,Mortgage,Debt Consolidation,Full-time,0
24,55549.0,49011.0,60,509,,2,0.2501,5,0,0.8823,970.48,0.2096,High School,Rent,Home Improvement,Unemployed,0
69,28040.0,49003.0,60,577,8.0,10,0.2689,0,2,1.7475,970.32,0.4151,High School,Own,Debt Consolidation,Self-employed,0
29,103089.0,17229.0,24,625,22.0,19,0.5262,7,2,0.1671,771.39,0.0898,Master,Own,Business,Unemployed,0
20,141406.0,11839.0,12,377,1.0,6,0.247,0,3,0.0837,1024.39,0.0869,High School,Rent,Home Improvement,Part-time,0
23,58480.0,27102.0,12,416,0.0,15,0.2916,3,1,0.4634,2345.05,0.4811,Bachelor,Mortgage,Personal,Full-time,0
42,15301.0,19087.0,48,349,12.0,14,0.4904,9,0,1.2474,457.06,0.3582,Bachelor,Rent,Business,Unemployed,1
25,102564.0,49370.0,12,408,23.0,3,0.3755,9,1,0.4814,4271.83,0.4997,High School,Rent,Debt Consolidation,Part-time,0
62,140013.0,22039.0,12,541,24.0,6,0.5636,1,3,0.1574,1906.96,0.1634,High School,Rent,Education,Full-time,0
45,78824.0,2949.0,48,815,16.0,12,0.3089,9,3,0.0374,70.62,0.0107,Bachelor,Mortgage,Debt Consolidation,Part-time,0
36,61319.0,7128.0,12,807,18.0,10,0.3135,9,1,0.1162,616.76,0.1207,Bachelor,Mortgage,Education,Full-time,0
20,43544.0,4654.0,12,719,20.0,5,0.0736,8,0,0.1069,402.7,0.1109,Bachelor,Own,Home Improvement,Part-time,0
43,153029.0,19758.0,12,606,20.0,4,0.1585,8,0,0.1291,1709.6,0.1341,Bachelor,Own,Debt Consolidation,Self-employed,0
27,174389.0,16508.0,48,411,22.0,11,0.347,0,2,0.0947,395.3,0.0272,Bachelor,Rent,Personal,Unemployed,0
68,157403.0,42979.0,24,497,0.0,16,0.1529,1,0,0.273,1924.28,0.1467,Bachelor,Own,Home Improvement,Self-employed,0
34,110864.0,44638.0,24,721,12.0,8,0.2995,6,2,0.4026,1998.56,0.2163,High School,Mortgage,Personal,Self-employed,0
43,148959.0,7877.0,48,799,25.0,18,0.2058,1,0,0.0529,188.62,0.0152,Bachelor,Mortgage,Home Improvement,Full-time,0
20,88429.0,47285.0,12,829,13.0,13,0.0614,2,1,0.5347,4091.42,0.5551,High School,Mortgage,Home Improvement,Full-time,0
26,19529.0,29617.0,36,513,4.0,8,0.3113,9,3,1.5165,914.49,0.5616,Bachelor,Rent,Home Improvement,Part-time,1
30,83001.0,16033.0,36,567,19.0,14,0.4054,9,1,0.1932,495.05,0.0716,High School,Mortgage,Home Improvement,Full-time,0
22,145191.0,20925.0,48,580,9.0,9,0.236,2,2,0.1441,501.08,0.0414,Bachelor,Mortgage,Education,Full-time,0
56,134758.0,22627.0,48,330,15.0,15,0.4771,5,1,0.1679,541.83,0.0482,High School,Mortgage,Debt Consolidation,Full-time,0
67,198176.0,9356.0,48,364,15.0,19,0.1303,5,3,0.0472,224.04,0.0136,High School,Own,Home Improvement,Full-time,1
69,,43503.0,24,324,20.0,15,0.1002,2,1,0.218,1947.74,0.1171,High School,Rent,Debt Consolidation,Full-time,0
33,59885.0,1604.0,12,705,27.0,3,0.5642,2,3,0.0268,138.79,0.0278,Bachelor,Mortgage,Business,Part-time,0
59,16769.0,4416.0,36,423,20.0,2,0.5569,4,3,0.2633,136.35,0.0975,Bachelor,Own,Debt Consolidation,Self-employed,1
45,65734.0,14393.0,12,685,29.0,16,0.2736,6,1,0.219,1245.38,0.2273,Bachelor,Rent,Home Improvement,Full-time,0
22,177085.0,8035.0,36,506,0.0,17,0.281,8,0,0.0454,248.1,0.0168,PhD,Rent,Business,Self-employed,0
24,165502.0,4029.0,48,736,23.0,11,0.5181,8,3,0.0243,96.48,0.007,Bachelor,Own,Medical,Full-time,0
